place_id,name,description,is_spending_on_ads,reviews,rating,competitors,website,phone,can_claim,owner_name,owner_profile_link,featured_image,main_category,categories,workday_timing,is_temporarily_closed,closed_on,address,review_keywords,link,query
ChIJwXUl5JQpcC4Rs6p4mBR42Hc,Pantai Wonokerto,Pantai berpasir putih yang ramai ini dikelilingi banyak restoran & bar.,,1464,4.4,"Name: Pantai Sari Pekalongan
Link: https://www.google.com/maps/search/Pantai+Sari+Pekalongan/@-6.8588546,109.68490779999999?authuser=0&hl=id&entry=ttu
Reviews: 955 reviews

Name: Pantai Pasir Kencana Pekalongan
Link: https://www.google.com/maps/search/Pantai+Pasir+Kencana+Pekalongan/@-6.8592505,109.69108639999999?authuser=0&hl=id&entry=ttu
Reviews: 282 reviews

Name: Pantai Asri Api-Api
Link: https://www.google.com/maps/search/Pantai+Asri+Api-Api/@-6.8469013,109.6372743?authuser=0&hl=id&entry=ttu
Reviews: 99 reviews

Name: Tanggul Rob Wonokerto
Link: https://www.google.com/maps/search/Tanggul+Rob+Wonokerto/@-6.857158399999999,109.62858329999999?authuser=0&hl=id&entry=ttu
Reviews: 76 reviews

Name: wonokerto beach
Link: https://www.google.com/maps/search/wonokerto+beach/@-6.8459065,109.6333836?authuser=0&hl=id&entry=ttu
Reviews: 1 reviews",,,,Pantai Wonokerto (Pemilik),,https://lh3.ggpht.com/p/AC9h4npgbI3NlQuq4Up7W-5Nqg-u9EMu7FHq6CvmENzOveKN1qPehxs5a80ZCOhSaTKRPQLZSJ2gLwyxFMq9KvA5tuf1u1JD4bHontEKsoAUsPMt-39OgANcn63IF0h3GgVRuj72tQVJ=s1024,Pantai Umum,"Pantai Umum, Tujuan Wisata",06.00-17.30,,Open All Days,"5J3M+MFC, Wonokerto Kulon, Kec. Wonokerto, Kabupaten Pekalongan, Jawa Tengah","motor, sore, tiket, kebersihan, pedagang, bermain, tempat duduk, pemandangan, toilet, abrasi",https://www.google.com/maps/place/Pantai+Wonokerto/data=!4m7!3m6!1s0x2e702994e42575c1:0x77d878149878aab3!8m2!3d-6.8458071!4d109.6336352!16s%2Fg%2F11f9y245r2!19sChIJwXUl5JQpcC4Rs6p4mBR42Hc?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJNwP8GmY3ZS4RKkmhFslxYWg,Pantai Wedi Putih,,,109,4,"Name: Pantai Watu Bale Kebumen
Link: https://www.google.com/maps/search/Pantai+Watu+Bale+Kebumen/@-7.766216999999998,109.4412467?authuser=0&hl=id&entry=ttu
Reviews: 1848 reviews

Name: Pantai Surumanis Kebumen
Link: https://www.google.com/maps/search/Pantai+Surumanis+Kebumen/@-7.7719169,109.4322184?authuser=0&hl=id&entry=ttu
Reviews: 1241 reviews

Name: Pantai Pasir
Link: https://www.google.com/maps/search/Pantai+Pasir/@-7.768511899999999,109.4361643?authuser=0&hl=id&entry=ttu
Reviews: 102 reviews

Name: TELUK SI GUPIT
Link: https://www.google.com/maps/search/TELUK+SI+GUPIT/@-7.744072899999999,109.3879707?authuser=0&hl=id&entry=ttu
Reviews: 6 reviews

Name: Pantai Karang Paruk Kidul
Link: https://www.google.com/maps/search/Pantai+Karang+Paruk+Kidul/@-7.7380882999999985,109.387715?authuser=0&hl=id&entry=ttu
Reviews: 4 reviews",,0897-7883-210,1,Pantai Wedi Putih (Pemilik),,https://lh3.ggpht.com/p/AC9h4npp3QwvMmElqfasTPRGtozjm5Uz8ffCEEWooAFz1CKyLeyr5a0_eC-2LkfoN_r2zWju1e5puThGCcVqddcxIv7_SNMlPnfKR2fjlC5vV0xNRJceHcsmPbyjxqmlcP9grH727itqjA=s1024,Tujuan Wisata,Tujuan Wisata,Buka 24 jam,,Open All Days,"797Q+MVJ, Hutan, Argopeni, Kec. Ayah, Kabupaten Kebumen, Jawa Tengah 54473","pasir, ombak, petualang, pemandangan",https://www.google.com/maps/place/Pantai+Wedi+Putih/data=!4m7!3m6!1s0x2e6537661afc0337:0x686171c916a1492a!8m2!3d-7.7357999!4d109.3896397!16s%2Fg%2F11cm_hh7mx!19sChIJNwP8GmY3ZS4RKkmhFslxYWg?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJz8oVJNjmei4RjwIBW44Q1v0,Pantai Jatikontal,,,183,4.3,"Name: Pantai Dewaruci Jatimalang
Link: https://www.google.com/maps/search/Pantai+Dewaruci+Jatimalang/@-7.879616,109.9830355?authuser=0&hl=id&entry=ttu
Reviews: 8238 reviews

Name: Pantai Jetis
Link: https://www.google.com/maps/search/Pantai+Jetis/@-7.8493058,109.8953196?authuser=0&hl=id&entry=ttu
Reviews: 5780 reviews

Name: Pantai Ketawang Purworejo
Link: https://www.google.com/maps/search/Pantai+Ketawang+Purworejo/@-7.845740999999999,109.88528099999999?authuser=0&hl=id&entry=ttu
Reviews: 2290 reviews

Name: Pantai Pathuk, Jatimalang, Purwodadi, Purworejo
Link: https://www.google.com/maps/search/Pantai+Pathuk%2C+Jatimalang%2C+Purwodadi%2C+Purworejo/@-7.8833861999999995,109.9921145?authuser=0&hl=id&entry=ttu
Reviews: 68 reviews

Name: Pantai Mutiara Biru
Link: https://www.google.com/maps/search/Pantai+Mutiara+Biru/@-7.886460100000001,109.9996434?authuser=0&hl=id&entry=ttu
Reviews: 6 reviews",http://www.survive-giezag.org/,,1,Pantai Jatikontal (Pemilik),,https://lh3.ggpht.com/p/AC9h4nqtDqlq8BCsw4Ez81Dge3wIaJtonEIxyJTaZKelBDhns-ex2ynnSGxlAwGD9p0f9mvL1L7HgwXmgBSxEooRbg3eA0sql7ebL_RWQVekInuvqj7Cf1HtMWOsk011vKjd35WWYHSs0g=s1024,Tujuan Wisata,Tujuan Wisata,Buka 24 jam,,Open All Days,"4X7X+HPJ, Jatikontal, Kec. Purwodadi, Kabupaten Purworejo, Jawa Tengah 54173","memancing, ombaknya, udang, selatan, pemandangan, pinggir pantai, pasir, rumah",https://www.google.com/maps/place/Pantai+Jatikontal/data=!4m7!3m6!1s0x2e7ae6d82415cacf:0xfdd6108e5b01028f!8m2!3d-7.886034!4d109.9992669!16s%2Fg%2F11cs5sbtlv!19sChIJz8oVJNjmei4RjwIBW44Q1v0?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJ8fO6J-K3by4RUseMsNeEWUM,Pantai Batam Sari,,,495,4.4,"Name: Obyek wisata Pantai Alam Indah (PAI)
Link: https://www.google.com/maps/search/Obyek+wisata+Pantai+Alam+Indah+(PAI)/@-6.847543399999999,109.140383?authuser=0&hl=id&entry=ttu
Reviews: 215 reviews

Name: Pantai KOMODO
Link: https://www.google.com/maps/search/Pantai+KOMODO/@-6.8476011,109.15332360000001?authuser=0&hl=id&entry=ttu
Reviews: 137 reviews

Name: Gerbang Pantai Batamsari
Link: https://www.google.com/maps/search/Gerbang+Pantai+Batamsari/@-6.8518206,109.15319319999999?authuser=0&hl=id&entry=ttu
Reviews: 38 reviews

Name: Warung Lestari Jaya , Laut Batam Sari
Link: https://www.google.com/maps/search/Warung+Lestari+Jaya+%2C+Laut+Batam+Sari/@-6.8593351,109.1501327?authuser=0&hl=id&entry=ttu
Reviews: 16 reviews

Name: Pintu masuk Pantai Batam Sari
Link: https://www.google.com/maps/search/Pintu+masuk+Pantai+Batam+Sari/@-6.849026299999999,109.1544485?authuser=0&hl=id&entry=ttu
Reviews: 4 reviews",,,1,Pantai Batam Sari (Pemilik),,https://lh3.ggpht.com/p/AC9h4no3mk7nMdXm5x3GVWXhc7EQSifRwHz4SwRy_QdCB0zZEdkjZ2RjXI68HnxvRTnhcyE-RV83eRb3jSMhhuIP_wySb0zVR-Ltlm0KLY_E1pvHtoMRaQ4HT0Zz5SlFgRRtWGiX_UMq=s1024,Tujuan Wisata,Tujuan Wisata,08.00-17.00,,Open All Days,"5523+W7X, Panggung, Kec. Tegal Tim., Kota Tegal, Jawa Tengah","pantainya, harga, ombak, santai, orang, sore, warung, parkir, pemandangan, akhir pekan",https://www.google.com/maps/place/Pantai+Batam+Sari/data=!4m7!3m6!1s0x2e6fb7e227baf3f1:0x435984d7b08cc752!8m2!3d-6.847638!4d109.1532291!16s%2Fg%2F11hk2w8ywm!19sChIJ8fO6J-K3by4RUseMsNeEWUM?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJ56bK2RDlcC4RWdKkjkOv9Zk,Pantai Onggojoyo,,,52,4.4,"Name: Pantai Glagah Wangi Istambul
Link: https://www.google.com/maps/search/Pantai+Glagah+Wangi+Istambul/@-6.8542144,110.5185865?authuser=0&hl=id&entry=ttu
Reviews: 1208 reviews

Name: Pantai Morodemak Bonang
Link: https://www.google.com/maps/search/Pantai+Morodemak+Bonang/@-6.8199099,110.544162?authuser=0&hl=id&entry=ttu
Reviews: 248 reviews

Name: Pantai timbulsloko
Link: https://www.google.com/maps/search/Pantai+timbulsloko/@-6.8900958,110.5045049?authuser=0&hl=id&entry=ttu
Reviews: 11 reviews

Name: Pantai lepas moro
Link: https://www.google.com/maps/search/Pantai+lepas+moro/@-6.7749048,110.566358?authuser=0&hl=id&entry=ttu
Reviews: 1 reviews

Name: Pantai medono
Link: https://www.google.com/maps/search/Pantai+medono/@-6.9048567,110.49942709999999?authuser=0&hl=id&entry=ttu
Reviews: No Reviews reviews",,,,Pantai Onggojoyo (Pemilik),https://www.google.com/maps/contrib/107049023674482381550,https://lh3.ggpht.com/p/AF1QipNhsi1oWShliiP7QWrljtb-VniYIkep4FgY5G1D=s1024,Tujuan Wisata,Tujuan Wisata,Buka 24 jam,,Open All Days,"Jl. Tambak Gojoyo, Kec. Wedung, Kabupaten Demak, Jawa Tengah 59554",kerang,https://www.google.com/maps/place/Pantai+Onggojoyo/data=!4m7!3m6!1s0x2e70e510d9caa6e7:0x99f5af438ea4d259!8m2!3d-6.7794174!4d110.5531632!16s%2Fg%2F11f30mgc3l!19sChIJ56bK2RDlcC4RWdKkjkOv9Zk?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJjXKXG1UxZS4Rlr0R-b7mIkg,Pantai Suwuk,Beautyfull beach,,3431,4.2,"Name: Pantai Sawangan
Link: https://www.google.com/maps/search/Pantai+Sawangan/@-7.762096100000001,109.50031?authuser=0&hl=id&entry=ttu
Reviews: 485 reviews

Name: Pantai Criwik
Link: https://www.google.com/maps/search/Pantai+Criwik/@-7.7598898,109.48136559999999?authuser=0&hl=id&entry=ttu
Reviews: 284 reviews

Name: Suwuk Kebumen Jawa Tengah
Link: https://www.google.com/maps/search/Suwuk+Kebumen+Jawa+Tengah/@-7.7584311999999995,109.4696372?authuser=0&hl=id&entry=ttu
Reviews: 46 reviews

Name: Pemecah Ombak Jawa Selatan Pantai Suwuk
Link: https://www.google.com/maps/search/Pemecah+Ombak+Jawa+Selatan+Pantai+Suwuk/@-7.759353,109.4690478?authuser=0&hl=id&entry=ttu
Reviews: 3 reviews

Name: Gapura Pantai Suwuk
Link: https://www.google.com/maps/search/Gapura+Pantai+Suwuk/@-7.758089999999999,109.4736337?authuser=0&hl=id&entry=ttu
Reviews: No Reviews reviews",,,,Pantai Suwuk (Pemilik),https://www.google.com/maps/contrib/105857753771888052348,https://lh3.ggpht.com/p/AF1QipOheWJ771HU_2Bjcp-TkhdrQDaHIXfVbHN4ZlBj=s1024,Tujuan Wisata,Tujuan Wisata,Buka 24 jam,,Open All Days,"Area Pantai, Tambakmulyo, Kec. Puring, Kabupaten Kebumen, Jawa Tengah 54383","ombak, liburan, kebersihan, selatan, atv, pesawat, mendoan, emerita, obyek wisata, fasilitas",https://www.google.com/maps/place/Pantai+Suwuk/data=!4m7!3m6!1s0x2e6531551b97728d:0x4822e6bef911bd96!8m2!3d-7.7568406!4d109.4706561!16s%2Fg%2F11b6zqdjk0!19sChIJjXKXG1UxZS4Rlr0R-b7mIkg?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJRWE55Iwpdy4RF1jHxwAz13k,Pantai Pasir Putih Wates Rembang,"Pantai berpasir putih dengan dermaga bercat biru & perahu warna-warni, populer untuk jalan-jalan & foto.",,2661,4.4,"Name: Pantai Karangjahe
Link: https://www.google.com/maps/search/Pantai+Karangjahe/@-6.6873643,111.4119539?authuser=0&hl=id&entry=ttu
Reviews: 15733 reviews

Name: Wisata Bahari Dampo Awang Beach
Link: https://www.google.com/maps/search/Wisata+Bahari+Dampo+Awang+Beach/@-6.703524,111.34111000000001?authuser=0&hl=id&entry=ttu
Reviews: 3115 reviews

Name: Pantai Caruban
Link: https://www.google.com/maps/search/Pantai+Caruban/@-6.677861900000001,111.42971109999999?authuser=0&hl=id&entry=ttu
Reviews: 380 reviews

Name: Pantai Dermaga Rembang
Link: https://www.google.com/maps/search/Pantai+Dermaga+Rembang/@-6.6998085,111.33428409999999?authuser=0&hl=id&entry=ttu
Reviews: 319 reviews

Name: Dermaga Cinta Pantai Wates Rembang
Link: https://www.google.com/maps/search/Dermaga+Cinta+Pantai+Wates+Rembang/@-6.6877192999999995,111.2824283?authuser=0&hl=id&entry=ttu
Reviews: 27 reviews",,0897-6076-166,,Pantai Pasir Putih Wates Rembang (Pemilik),https://www.google.com/maps/contrib/108870755793736680922,https://lh3.ggpht.com/p/AF1QipNbVheycPwkCHrjDrD3A2OS4h80YB_bT_PHUExp=s1024,Tujuan Wisata,Tujuan Wisata,,,Open All Days,"Desa Tasikharjo, Wates, RW03, Kec. Kaliori, Kabupaten Rembang, Jawa Tengah 59252","liburan, kebersihan, ombak, pinggir pantai, tempat duduk, gazebo, cemara, rindang, kelapa, lebaran",https://www.google.com/maps/place/Pantai+Pasir+Putih+Wates+Rembang/data=!4m7!3m6!1s0x2e77298ce4396145:0x79d73300c7c75817!8m2!3d-6.689645!4d111.2826673!16s%2Fg%2F11ghsgg27s!19sChIJRWE55Iwpdy4RF1jHxwAz13k?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJx2HbQ9IecS4RV3TJTzxRL3Q,Pantai Prawean,,,426,4.4,"Name: Pantai Tirta Samudera
Link: https://www.google.com/maps/search/Pantai+Tirta+Samudera/@-6.5544379,110.65027669999999?authuser=0&hl=id&entry=ttu
Reviews: 6184 reviews

Name: Pantai Kampung Prau
Link: https://www.google.com/maps/search/Pantai+Kampung+Prau/@-6.552413199999999,110.6540997?authuser=0&hl=id&entry=ttu
Reviews: 650 reviews

Name: Pantai Marina
Link: https://www.google.com/maps/search/Pantai+Marina/@-6.5650846,110.6554975?authuser=0&hl=id&entry=ttu
Reviews: 47 reviews

Name: Pantai nian
Link: https://www.google.com/maps/search/Pantai+nian/@-6.5482916,110.65555719999999?authuser=0&hl=id&entry=ttu
Reviews: 1 reviews

Name: Pantai prawean
Link: https://www.google.com/maps/search/Pantai+prawean/@-6.5954779,110.6579014?authuser=0&hl=id&entry=ttu
Reviews: No Reviews reviews",,,,Pantai Prawean (Pemilik),https://www.google.com/maps/contrib/108032860903406848968,https://lh3.ggpht.com/p/AC9h4nrzy-Vwc4ugw0UZroNFIU4D6D8LQ3fSctygZ5lZ9MUE1N7GYfrh8FeWOZQexelma3QHgWf9001B38HwZnS_49tD8p4R87A3M4vPuob8AVs90IdER33sFpt8SOaNnpBk-hBNsFYhRg=s1024,Tujuan Wisata,Tujuan Wisata,Buka 24 jam,,Open All Days,"Rw. II, Bandengan, Kec. Jepara, Kabupaten Jepara, Jawa Tengah 59432","sunset, pasir, panjang, parkir, ombak, ini, kebersihannya, tiket, pantai bandengan, ayunan",https://www.google.com/maps/place/Pantai+Prawean/data=!4m7!3m6!1s0x2e711ed243db61c7:0x742f513c4fc97457!8m2!3d-6.5631615!4d110.6533645!16s%2Fg%2F11c20b6b_p!19sChIJx2HbQ9IecS4RV3TJTzxRL3Q?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJBfsK0SLGby4RBE47_RrY85c,Pantai Purwahamba Indah Tegal,,,3848,4.2,"Name: Pantai Metro Purwahamba
Link: https://www.google.com/maps/search/Pantai+Metro+Purwahamba/@-6.8725917,109.2636697?authuser=0&hl=id&entry=ttu
Reviews: 122 reviews

Name: PANTAI PURWAHAMBA INDAH
Link: https://www.google.com/maps/search/PANTAI+PURWAHAMBA+INDAH/@-6.871244700000001,109.2549221?authuser=0&hl=id&entry=ttu
Reviews: 106 reviews

Name: Pantai Cemara Indah
Link: https://www.google.com/maps/search/Pantai+Cemara+Indah/@-6.872403599999999,109.26224549999999?authuser=0&hl=id&entry=ttu
Reviews: 50 reviews

Name: Pantai purwahamba
Link: https://www.google.com/maps/search/Pantai+purwahamba/@-6.8712674,109.2548566?authuser=0&hl=id&entry=ttu
Reviews: 2 reviews",,,1,Pantai Purwahamba Indah Tegal (Pemilik),,https://lh3.ggpht.com/p/AC9h4nrsoIVNdCCEfxc9ZIlasMCWCVOYIYJts2cqwhxSjEBi8_YNisXimOLzd_uLnaE4-wvDsSW2-_yOnIRswurNp1FJhs6EAJOyCkKyeM1oV5BZ88EdMVJaPx6yutzVqNLaQb3k13Lu=s1024,Taman Hiburan,"Taman Hiburan, Tujuan Wisata",09.00-21.00,,Open All Days,"Jl. Pemuda No.40, Purwahamba, Kec. Suradadi, Kabupaten Tegal, Jawa Tengah 52182","pantainya, pemandangan, utara, pinggir pantai, obyek wisata, teh botol, pengamen, lebaran, dermaga, fasilitas",https://www.google.com/maps/place/Pantai+Purwahamba+Indah+Tegal/data=!4m7!3m6!1s0x2e6fc622d10afb05:0x97f3d81afd3b4e04!8m2!3d-6.8730986!4d109.2566853!16s%2Fg%2F1q69wg667!19sChIJBfsK0SLGby4RBE47_RrY85c?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJFYAXXDMSZS4RfabVU12Nh7I,Pantai Karang Pandan,,,598,4.5,"Name: Pantai Kemiren Cilacap
Link: https://www.google.com/maps/search/Pantai+Kemiren+Cilacap/@-7.698907800000001,109.0509934?authuser=0&hl=id&entry=ttu
Reviews: 1350 reviews

Name: Pantai Nusakambangan
Link: https://www.google.com/maps/search/Pantai+Nusakambangan/@-7.7626316,109.0377506?authuser=0&hl=id&entry=ttu
Reviews: 976 reviews

Name: Pantai Karang Bandung
Link: https://www.google.com/maps/search/Pantai+Karang+Bandung/@-7.777654599999999,109.04511459999999?authuser=0&hl=id&entry=ttu
Reviews: 33 reviews

Name: Pantai Pasir Putih
Link: https://www.google.com/maps/search/Pantai+Pasir+Putih/@-7.7603992,109.0422966?authuser=0&hl=id&entry=ttu
Reviews: 13 reviews

Name: Pantai Karangempak
Link: https://www.google.com/maps/search/Pantai+Karangempak/@-7.762836899999999,109.0368829?authuser=0&hl=id&entry=ttu
Reviews: 7 reviews",,(0282) 534481,1,Pantai Karang Pandan (Pemilik),,https://lh3.ggpht.com/p/AC9h4noRZr2JelI3nfeaaz8XAcW0x5SI3zm-L_LA4-hy5a1pey3dY1rC2rYt9VZnykUumNGMk85oHOhjbRUuejsiUnB1qe_UcH_TAoWDdy11lhH15-B0A_tsiLnEoTyQ1zp6reavmegxbg=s1024,Tujuan Wisata,Tujuan Wisata,Buka 24 jam,,Open All Days,"62QV+7JH, Tambakreja, Kec. Cilacap Sel., Kabupaten Cilacap, Jawa Tengah 53263","pasir, pantai teluk penyu, jalan kaki, orang, benteng, ombak, liburan, ini, toilet, batu karang",https://www.google.com/maps/place/Pantai+Karang+Pandan/data=!4m7!3m6!1s0x2e6512335c178015:0xb2878d5d53d5a67d!8m2!3d-7.761814!4d109.0441239!16s%2Fg%2F11gf5y_rm1!19sChIJFYAXXDMSZS4RfabVU12Nh7I?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJdXz2HOoNZS4R6nRCD-qtD_E,Pantai Kali Kencana,,,92,4.8,"Name: Pantai Kemiren Cilacap
Link: https://www.google.com/maps/search/Pantai+Kemiren+Cilacap/@-7.698907800000001,109.0509934?authuser=0&hl=id&entry=ttu
Reviews: 1350 reviews

Name: Pantai Nusakambangan
Link: https://www.google.com/maps/search/Pantai+Nusakambangan/@-7.7626316,109.0377506?authuser=0&hl=id&entry=ttu
Reviews: 976 reviews

Name: Pantai Laut Kalimantan
Link: https://www.google.com/maps/search/Pantai+Laut+Kalimantan/@-7.7105793,109.0373577?authuser=0&hl=id&entry=ttu
Reviews: 138 reviews

Name: Pantai Selok Kipa
Link: https://www.google.com/maps/search/Pantai+Selok+Kipa/@-7.7746043,109.0236695?authuser=0&hl=id&entry=ttu
Reviews: 53 reviews

Name: Jalur Menuju Pantai Kali Kencana
Link: https://www.google.com/maps/search/Jalur+Menuju+Pantai+Kali+Kencana/@-7.751799999999999,109.0062?authuser=0&hl=id&entry=ttu
Reviews: 9 reviews",,,1,Pantai Kali Kencana (Pemilik),,https://lh3.ggpht.com/p/AC9h4nrRoEg3wxmev58LCbU4uVRkoUJuJMzdJ6mxLb9Mi1lI-jyZPNjYikS3tQJRkCGx6cd-0bOwjRe0dUbcCj_etiXryrdrdDRsxMP2L9owGEu2ysDpJmLkPCTfZcF2ewXlR_6RHBsG=s1024,Tujuan Wisata,Tujuan Wisata,Buka 24 jam,,Open All Days,"6XPG+C5R, Kec. Cilacap Sel., Kabupaten Cilacap, Jawa Tengah","hutan, perjalanan, ombaknya, hiking, pemandangan, selatan, hati, bukit, kaki, memancing",https://www.google.com/maps/place/Pantai+Kali+Kencana/data=!4m7!3m6!1s0x2e650dea1cf67c75:0xf10fadea0f4274ea!8m2!3d-7.7638963!4d108.9753876!16s%2Fg%2F11df3q_ry5!19sChIJdXz2HOoNZS4R6nRCD-qtD_E?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJJSm9W4c3ZS4R19qjgnk8XIA,Pantai Jetis,,,938,4.4,"Name: Pantai Congot Jetis
Link: https://www.google.com/maps/search/Pantai+Congot+Jetis/@-7.7229695000000005,109.392084?authuser=0&hl=id&entry=ttu
Reviews: 2574 reviews

Name: Dermaga Jetis
Link: https://www.google.com/maps/search/Dermaga+Jetis/@-7.7236168,109.3872404?authuser=0&hl=id&entry=ttu
Reviews: 134 reviews

Name: Pantai cemara sewu jetis cilacap
Link: https://www.google.com/maps/search/Pantai+cemara+sewu+jetis+cilacap/@-7.7159311,109.3701109?authuser=0&hl=id&entry=ttu
Reviews: 82 reviews

Name: Pantai Jetis Exotis
Link: https://www.google.com/maps/search/Pantai+Jetis+Exotis/@-7.7239131,109.3920993?authuser=0&hl=id&entry=ttu
Reviews: 36 reviews

Name: Pantai Kewuk  Jawa Selatan (Cilacap)
Link: https://www.google.com/maps/search/Pantai+Kewuk+%EA%A6%A5%EA%A6%A4%EA%A7%80%EA%A6%A0%EA%A6%BC%EA%A6%8F%EA%A6%BC%EA%A6%AE%EA%A6%B8%EA%A6%8F%EA%A7%80+Jawa+Selatan+(Cilacap)/@-7.718452800000001,109.3779959?authuser=0&hl=id&entry=ttu
Reviews: 18 reviews",,0823-2250-4996,,Pantai Jetis (Pemilik),https://www.google.com/maps/contrib/108510257565758817732,https://lh3.ggpht.com/p/AC9h4nqqXT0AAl3TuPTS-DGVhNc6pfYGLpYR07duRY1geo98KslbZJk6LhwtqicNCoanSCUscHXADbdTqFF6XKNPrtb3-WPDr3Ih-exAEs5Rv7HNb_U8WwQJIkshZUqpB-zyt-Btgcpn=s1024,Tujuan Wisata,Tujuan Wisata,Buka 24 jam,,Open All Days,"Jl. TPI Jetis No.RT.61, Area Sawah, Jetis, Kec. Nusawungu, Kabupaten Cilacap, Jawa Tengah 53283","seafood, ombak, kolam renang, liburan, pemandangan, tempat pelelangan ikan, pecel, pedagang, macet, atv",https://www.google.com/maps/place/Pantai+Jetis/data=!4m7!3m6!1s0x2e6537875bbd2925:0x805c3c7982a3dad7!8m2!3d-7.7188877!4d109.3820574!16s%2Fg%2F11c542_5f6!19sChIJJSm9W4c3ZS4R19qjgnk8XIA?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJIWP4ONM-cC4ROpS8MfSaCWQ,Pantai Kuripan,Pantai Kuripan(Cemoro asri)adalah salah satu pantai yang terletak di kabupaten batang jawa tenggah. pantai ini secara menakjubkan memiliki bibir pantai yang sangat luas.,,652,4.3,"Name: Pantai Celong (Celong Beach)
Link: https://www.google.com/maps/search/Pantai+Celong+(Celong+Beach)/@-6.914824899999999,109.9323709?authuser=0&hl=id&entry=ttu
Reviews: 1010 reviews

Name: Pantai Roban Subah
Link: https://www.google.com/maps/search/Pantai+Roban+Subah/@-6.9064979,109.8426745?authuser=0&hl=id&entry=ttu
Reviews: 7 reviews

Name: PANTAI WALUPITING
Link: https://www.google.com/maps/search/PANTAI+WALUPITING/@-6.8783522999999995,109.7415723?authuser=0&hl=id&entry=ttu
Reviews: 6 reviews

Name: AULA PANTAI KURIPAN
Link: https://www.google.com/maps/search/AULA+PANTAI+KURIPAN/@-6.918003499999999,109.8917338?authuser=0&hl=id&entry=ttu
Reviews: 2 reviews

Name: LOKET WISATA PANTAI KURIPAN
Link: https://www.google.com/maps/search/LOKET+WISATA+PANTAI+KURIPAN/@-6.920737300000001,109.8945581?authuser=0&hl=id&entry=ttu
Reviews: No Reviews reviews",,0858-8141-0551,,Pantai Kuripan (Pemilik),https://www.google.com/maps/contrib/103236781542163058961,https://lh3.ggpht.com/p/AC9h4nr2L68nD-GG8rJJifgNg4eBhkF6pnK1BB6xPHJUPNJmsxdhbr05CdJS1_RgxY0X4BhTO_QTbCObaOx-sY7aFuKLMKEYfYiv6S10jEcjdS5o-EcUy5UyfrUEnsXMaJXibL7Nea6mug=s1024,Tujuan Wisata,Tujuan Wisata,07.30-04.00,,Open All Days,"3VHV+8Q3, Jl. Kuripan, Karangsari, Kuripan, Kec. Subah, Kabupaten Batang, Jawa Tengah 51262","pantainya, tiket, sejuk, kebersihan, pemandangan, ombak, ATV, masyarakat, rindang, taman bermain",https://www.google.com/maps/place/Pantai+Kuripan/data=!4m7!3m6!1s0x2e703ed338f86321:0x64099af431bc943a!8m2!3d-6.9180981!4d109.8944579!16s%2Fg%2F11hb5zhztx!19sChIJIWP4ONM-cC4ROpS8MfSaCWQ?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
ChIJI-vF7OEYcS4RmbDJNzjcN9Q,Pantai Wisata Pungkruk Morejo,,,13,4.5,,,,,,,https://lh3.ggpht.com/p/AC9h4noFiP0w9uTKDk74FYJW-Exs5YuSaZurb6oJy1Ut3wXoQk4YuudkkhphGOa6VIsjwX4InWVrUsUvHSONbgG6SQUUPmeMBL1kaJAk-VKwIqLSBaQHjItTxgL7ihqcLfHun9IxHDtHjw=s1024,Pantai,Pantai,,,Open All Days,"Jl. Suwawal-Mororejo, Rw. 01, Mororejo, Kec. Mlonggo, Kabupaten Jepara, Jawa Tengah 59452",,https://www.google.com/maps/place/Pantai+Wisata+Pungkruk+Morejo/data=!4m7!3m6!1s0x2e7118e1ecc5eb23:0xd437dc3837c9b099!8m2!3d-6.5356967!4d110.6660067!16s%2Fg%2F11g8v3h5dh!19sChIJI-vF7OEYcS4RmbDJNzjcN9Q?authuser=0&hl=id&rclk=1,pantai wisata jawa tengah
